lineId,originStopId,destinationStopId,orientation,averageSpeed,distance,averageTime,sampleCount
3442,514086,514161,1,64.9824,0.3533,19.86,14
3442,514088,514090,1,19.5838,0.0771,17.00,3
3442,514090,514091,1,86.9424,0.3052,15.67,3
3442,514091,514092,1,87.9115,0.6852,33.00,2
3442,514092,514353,1,59.3185,0.3957,24.25,8
3442,514161,514162,1,100.4018,0.6716,23.40,15
3442,514162,514163,1,56.7974,0.3090,22.50,2
3442,514163,514533,1,79.3941,0.7192,32.50,2
3442,514352,514067,0,12.2974,0.0581,17.00,1
3442,514358,514359,1,28.7831,0.1338,19.67,3
3442,514361,514088,1,17.7889,0.1433,29.00,1
3442,514368,514369,1,0.8516,0.0024,10.00,1
3442,514369,500166,1,92.0048,0.7613,29.83,6
3442,514371,514351,0,89.1271,0.7443,25.00,3
3442,514400,514371,0,55.0273,0.2507,17.29,7
3442,514533,514358,1,69.3610,0.7326,41.44,9
3452,514130,514132,1,17.1973,0.1146,24.00,1
3452,514243,514462,0,6.1557,0.0205,12.00,1
3452,514245,514131,0,18.1120,0.0672,13.50,2
3452,514347,514346,1,49.5613,0.3130,21.57,7
3452,514348,514349,1,72.0776,0.2319,11.50,2
3452,514386,514314,1,66.5066,0.6222,27.00,3
3452,514434,514245,0,13.5821,0.0905,24.00,1
3452,514451,514241,0,65.4262,0.2521,14.33,3
3452,514452,514453,0,68.4771,0.2713,14.00,3
3452,514453,514454,0,47.3187,0.2602,19.50,2
3452,514459,514348,1,50.8645,0.3710,25.33,3
3452,514460,514461,0,110.0536,0.3668,12.00,1
3452,514461,514243,0,59.6175,0.1822,11.00,1
3452,514463,514464,0,0.8508,0.0024,10.00,1
3452,514464,514450,0,4.1213,0.0160,18.33,3
3721,517015,500052,1,86.0458,0.3870,16.29,7
3721,517038,517039,1,21.6557,0.0666,14.60,5
3721,517039,517015,1,38.3354,0.1335,14.92,12
3721,517150,517203,1,90.6013,0.3470,14.67,6
3721,517203,517224,1,60.7145,0.2388,16.00,7
3721,517204,517205,1,42.0490,0.1470,14.57,7
3721,517205,517278,1,41.5189,0.1628,17.33,3
3721,517224,517225,1,33.8359,0.1161,14.33,3
3721,517225,517204,1,16.2164,0.0605,16.50,4
3721,517278,517038,1,34.9574,0.1009,10.50,2
3722,517015,500053,1,80.5408,0.4650,21.13,8
3722,517037,517038,1,96.6481,0.7434,27.67,3
3722,517222,517223,1,102.4667,0.5810,20.33,6
3722,517223,517037,1,113.7358,0.5687,18.00,1
3781,517029,517030,1,58.7791,0.3618,23.67,3
3781,517030,517031,1,45.3465,0.1804,15.50,4
3781,517031,517032,1,58.3185,0.2780,18.73,11
3781,517032,517033,1,63.8236,0.3423,19.33,6
3781,517033,517083,1,63.4096,0.2908,18.40,5
3781,517076,517249,1,95.2125,0.3174,12.00,1
3781,517083,517084,1,80.4366,0.4327,20.33,9
3781,517084,517255,1,95.8832,0.6054,21.50,2
3781,517163,517164,1,60.8362,0.2840,18.00,4
3781,517164,517076,1,118.7120,0.9563,29.00,1
3781,517226,517227,1,83.0602,0.3465,15.80,5
3781,517227,517165,1,110.4373,0.7976,26.00,1
3781,517249,517250,1,89.2813,0.4702,19.50,2
3781,517250,517251,1,74.5108,0.4096,19.83,6
3781,517251,517270,1,100.0648,0.6671,24.00,1
3781,517254,517029,1,69.8890,1.2625,62.80,5
3781,517255,517226,1,67.3512,0.2724,16.00,3
3781,517270,517271,1,112.5681,0.5316,17.00,1
4272,501651,519270,0,93.4757,0.3116,12.00,1
4272,501652,501702,1,34.3437,0.1885,19.00,9
4272,501701,501651,0,42.4584,0.3348,26.09,11
4272,501702,501800,1,51.7307,0.2329,16.55,11
4272,501800,501854,1,51.0648,0.2326,15.60,5
4272,501803,501701,0,61.0171,0.3603,21.21,14
4272,501855,501803,0,47.1746,0.2430,21.00,5
4272,519117,501652,1,49.5901,0.2091,16.25,4
4272,519136,519117,1,64.4377,0.3741,21.00,2
4272,519138,519266,0,44.9667,0.2189,16.60,5
4272,519164,519165,0,60.7059,0.3024,18.00,13
4272,519165,519166,0,53.4883,0.2727,19.38,8
4272,519166,502400,0,77.3437,0.3437,16.00,1
4272,519266,519164,0,76.2314,0.3684,18.67,3
4272,519270,519138,0,67.9693,0.2931,16.11,9
